Paper_ID,DOI,Affiliation_ID,Year,Keyword,AffiliationGroup,ListedAffiliation,Author,Author_ID
2921,NA,4,2011,NoMatch,Unmatched,"Univ Canterbury, Christchurch 8001, New Zealand","Kelly, Dave",6435
2935,NA,2,2011,NoMatch,Unmatched,"DHI, DK-2970 Horsholm, Denmark","Skov, Henrik",6472
2940,NA,3,2010,NoMatch,Unmatched,"Harvard Univ, Petersham, MA 01366 USA","Fitzpatrick, Matthew C.",299
2940,NA,3,2010,NoMatch,Unmatched,"Harvard Univ, Petersham, MA 01366 USA","Ellison, Aaron M.",290
2945,NA,1,2010,NoMatch,Unmatched,"Univ Massachusetts, Amherst, MA 01003 USA","Lavine, Michael",2766
2953,NA,3,2010,NoMatch,Unmatched,"Univ Calif Santa Cruz, Santa Cruz, CA 95060 USA","O'Donnell, James L.",6516
2957,NA,1,2010,NoMatch,Unmatched,"Univ Calif Santa Cruz, Santa Cruz, CA 95060 USA","O'Leary, Jennifer K.",6521
2972,NA,1,2010,NoMatch,Unmatched,1University1,"Maestre, Fernando T.",6551
2972,NA,1,2010,NoMatch,Unmatched,1University1,"Escudero, Adrian",6552
2973,NA,1,2010,NoMatch,Unmatched,1University1,Shipley,6553
2975,NA,1,2010,NoMatch,Unmatched,"Ryukoku Univ, Otsu, Shiga, Japan","Kondoh, Michio",6555
2975,NA,1,2010,NoMatch,Unmatched,"Ryukoku Univ, Otsu, Shiga, Japan","Kato, Satoshi",6556
2975,NA,1,2010,NoMatch,Unmatched,"Ryukoku Univ, Otsu, Shiga, Japan","Sakato, Yoshikuni",6557
2975,NA,1,2010,NoMatch,Unmatched,"Japanese Sci & Technol Agcy, PRESTO, Kawaguchi, Saitama, Japan","Kondoh, Michio",6555
2980,NA,5,2010,NoMatch,Unmatched,1University1,"Foley, William J.",6567
2982,NA,12,2010,NoMatch,Unmatched,"Texas A&M Univ, College Stn, TX 77840 USA","Toledo, David",6581
2994,NA,4,2010,NoMatch,Unmatched,"Univ Granada, Granada, Spain","Boulay, Raphael",283
2994,NA,5,2010,NoMatch,Unmatched,"Tel Aviv Univ, IL-69978 Tel Aviv, Israel","Hefetz, Abraham",6613
3005,10.1890/09-2275.1,1,2010,NoMatch,Unmatched,"Univ Illinois, Chicago, IL 60607 USA","Howe, Henry F.",1124
3010,10.1890/09-1968.1,1,2010,NoMatch,Unmatched,1University1,"Guenet, Bertrand",6643
3010,10.1890/09-1968.1,1,2010,NoMatch,Unmatched,1University1,"Danger, Michael",3460
3010,10.1890/09-1968.1,1,2010,NoMatch,Unmatched,1University1,"Abbadie, Luc",6644
3010,10.1890/09-1968.1,1,2010,NoMatch,Unmatched,1University1,"Lacroix, Gerard",6645
3014,10.1890/09-1673.1,3,2010,NoMatch,Unmatched,"Mpala Res Ctr, Nanyuki, Kenya","Sensenig, Ryan L.",6655
3018,10.1890/09-1175.1,6,2010,NoMatch,Unmatched,"Univ Rovira & Virgili, ICREA, Tarragona 43007, Catalonia, Spain","Guimera, R.",6671
3026,10.1890/09-2198.1,20,2010,NoMatch,Unmatched,"Univ S Bohemia, Fac Sci, CZ-37005 Ceske Budejovice, Czech Republic","Smilauer, P.",6708
3040,10.1890/10-0155.1,1,2010,NoMatch,Unmatched,"Univ Calif Davis, Davis, CA 95616 USA","Strong, Donald R.",2754
3041,10.1890/09-0032.1,1,2010,NoMatch,Unmatched,"Harvard Univ, Petersham, MA 01366 USA","Ellison, Aaron M.",290
3044,10.1890/09-0339.1,1,2010,NoMatch,Unmatched,"AUT Univ, Sch Appl Sci, Auckland, New Zealand","Gillman, Len N.",1777
3053,10.1890/09-0862.1,1,2010,NoMatch,Unmatched,"IBIF, Santa Cruz, Bolivia","Poorter, Lourens",943
3053,10.1890/09-0862.1,1,2010,NoMatch,Unmatched,"IBIF, Santa Cruz, Bolivia","Mercado, Pablo",6745
3053,10.1890/09-0862.1,1,2010,NoMatch,Unmatched,"IBIF, Santa Cruz, Bolivia","Chubina, Jose",6746
3053,10.1890/09-0862.1,1,2010,NoMatch,Unmatched,"IBIF, Santa Cruz, Bolivia","Melgar, Israel",6747
3060,10.1890/09-0690.1,2,2010,NoMatch,Unmatched,"Deltares, Delft, Netherlands","De Vries, M. B.",6767
3066,10.1890/09-1300.1,1,2010,NoMatch,Unmatched,"Ctr Adv Study, NO-0271 Oslo, Norway","Moller, A. P.",6776
3069,,1,2010,NoMatch,Unmatched,1University1,Friberg,6782
3069,,1,2010,NoMatch,Unmatched,1University1,Wiklund,6783
3087,10.1890/09-1313.1,6,2010,NoMatch,Unmatched,"Wageningen Univ, NL-6703 BD Wageningen, Netherlands","De Ruiter, Peter C.",6825
3088,10.1890/09-1343.1,2,2010,NoMatch,Unmatched,"Univ Jyvaskyla, FI-40014 Jyvaskyla, Finland","Tiirola, Marja",6828
3088,10.1890/09-1343.1,2,2010,NoMatch,Unmatched,"Univ Jyvaskyla, FI-40014 Jyvaskyla, Finland","Nykanen, Hannu",6829
3097,10.1890/09-1287.1,2,2010,NoMatch,Unmatched,"N Carolina State Univ, Raleigh, NC 27695 USA","Pollock, Kenneth H.",3688
3100,10.1890/09-0760.1,1,2010,NoMatch,Unmatched,"AT&T Labs Res, Florham Pk, NJ 07932 USA","Phillips, Steven J.",3541
3106,10.1890/09-1083.1,3,2010,NoMatch,Unmatched,1University1,"Hochuli, D. F.",6878
3107,10.1890/09-1931.1,7,2010,NoMatch,Unmatched,"Univ Lyon, F-69000 Lyon, France","Gaillard, Jean-Michel",1871
3112,10.1890/09-1692.1,1,2010,NoMatch,Unmatched,1University1,"Ellison, Aaron M.",290
3114,10.1890/09-0368.1,1,2010,NoMatch,Unmatched,1University1,"Jost, Lou",3920
3124,10.1890/09-0766.1,1,2010,NoMatch,Unmatched,"HT Harvey & Associates, San Jose, CA 95118 USA","Lescroel, Amelie",6911
3124,10.1890/09-0766.1,5,2010,NoMatch,Unmatched,"Landcare Res, Nelson, New Zealand","Barton, Kerry J.",6913
3124,10.1890/09-0766.1,5,2010,NoMatch,Unmatched,"Landcare Res, Nelson, New Zealand","Wilson, Peter R.",6914
3124,10.1890/09-0766.1,5,2010,NoMatch,Unmatched,"Landcare Res, Lincoln, New Zealand","Lyver, Philip O'B.",6915
3125,10.1890/09-0688.1,4,2010,NoMatch,Unmatched,"HT Harvey & Associates, San Jose, CA 95118 USA","Ainley, David G.",25
3127,10.1890/09-1076.1,1,2010,NoMatch,Unmatched,"CNRS, CEFE, F-34293 Montpellier 5, France","Coq, Sylvain",6926
3127,10.1890/09-1076.1,1,2010,NoMatch,Unmatched,"CNRS, CEFE, F-34293 Montpellier 5, France","Hattenschwiler, Stephan",6927
3131,10.1890/09-0636.1,4,2010,NoMatch,Unmatched,"Museu Paraense Emilio Goeldi, BR-66040170 Belem, Para, Brazil","Guimaraes Vieira, Ima Celia",6939
3134,10.1890/09-1128.1,1,2010,NoMatch,Unmatched,"Univ Paris 11, CNRS, UMR 7089, F-91405 Orsay, France","Gregory, Stephen D.",6947
3134,10.1890/09-1128.1,1,2010,NoMatch,Unmatched,"Univ Paris 11, CNRS, UMR 7089, F-91405 Orsay, France","Courchamp, Franck",6948
3138,10.1890/09-1670.1,2,2010,NoMatch,Unmatched,"Oregon State Univ, Corvallis, OR 97331 USA","Betts, Matthew G.",5881
3138,10.1890/09-1670.1,2,2010,NoMatch,Unmatched,"Dartmouth Coll, Hanover, NH 03755 USA","Holmes, Richard T.",6958
3138,10.1890/09-1670.1,3,2010,NoMatch,Unmatched,"Univ Maryland, College Pk, MD 20742 USA","Dubayah, Ralph",6960
3138,10.1890/09-1670.1,3,2010,NoMatch,Unmatched,"Univ Maryland, College Pk, MD 20742 USA","Hofton, Michelle",6961
3139,10.1890/09-2202.1,1,2010,NoMatch,Unmatched,1University1,"Desrochers, A.",6962
3148,10.1890/09-0845.1,9,2010,NoMatch,Unmatched,1University1,"Cerano, Julian",4162
3149,10.1890/09-0567.1,4,2010,NoMatch,Unmatched,1University1,"Caruthers, Jennet C.",3572
3164,10.1890/09-1226.1,2,2010,NoMatch,Unmatched,1University1,"Courant, Sabrina",7000
3170,10.1890/09-1414.1,10,2010,NoMatch,Unmatched,1University1,"Wooding, John",7020
3179,10.1890/08-2098.1,2,2010,NoMatch,Unmatched,1University1,"Burke, Terry",7033
3181,10.1890/08-2317.1,2,2010,NoMatch,Unmatched,1University1,"Auger, Sarah",7035
3183,10.1890/09-0017.1,1,2010,NoMatch,Unmatched,"San Francisco State Univ, Tiburon, CA 94720 USA","Ferner, Matthew C.",661
3193,10.1890/09-1008.1,2,2010,NoMatch,Unmatched,1University1,"Schlupp, Ingo",7060
3203,10.1890/09-0087.1,1,2010,NoMatch,Unmatched,"Monterey Bay Aquarium Res Inst, Moss Landing, CA 95039 USA","McClain, Craig R.",1506
3203,10.1890/09-0087.1,1,2010,NoMatch,Unmatched,"Monterey Bay Aquarium Res Inst, Moss Landing, CA 95039 USA","Barry, James P.",762
3220,10.1890/08-1105.1,1,2010,NoMatch,Unmatched,"Texas A&M Univ, College Stn, TX 77843 USA","Stokes, C. J.",7123
3220,10.1890/08-1105.1,1,2010,NoMatch,Unmatched,"Texas A&M Univ, College Stn, TX 77843 USA","Archer, S. R.",7124
3221,,1,2010,NoMatch,Unmatched,"Res Stn ART, Zurich, Switzerland","van der Heijden, Marcel G. A.",6170
3222,10.1890/09-0620.1,1,2010,NoMatch,Unmatched,"Illinois State Museum, Res & Collect Ctr, Springfield, IL 62703 USA","Qian, Hong",7125
3230,10.1890/09-0262.1,2,2010,NoMatch,Unmatched,1University1,"Bergett, Amber A.",7137
3230,10.1890/09-0262.1,2,2010,NoMatch,Unmatched,1University1,"Biro, Elizabeth G.",7138
3236,10.1890/09-0064.1,1,2010,NoMatch,Unmatched,"Univ Notre Dame, Dept Sci, Notre Dame, IN 46556 USA","Iversen, Colleen M.",6442
3236,10.1890/09-0064.1,1,2010,NoMatch,Unmatched,"Univ Notre Dame, Dept Sci, Notre Dame, IN 46556 USA","Bridgham, Scott D.",3157
3236,10.1890/09-0064.1,1,2010,NoMatch,Unmatched,"Univ Notre Dame, Dept Sci, Notre Dame, IN 46556 USA","Kellogg, Laurie E.",7149
3246,10.1890/09-0209.1,1,2010,NoMatch,Unmatched,"Syracuse Univ, Syracuse, NY 13244 USA","Murray, Tanya R.",7166
3246,10.1890/09-0209.1,1,2010,NoMatch,Unmatched,"Syracuse Univ, Syracuse, NY 13244 USA","Frank, Douglas A.",6582
3253,10.1890/09-0536.1,2,2010,NoMatch,Unmatched,1University1,"Worth, David J.",7182
3271,10.1890/09-0004.1,1,2010,NoMatch,Unmatched,"Mpala Res Ctr, Nanyuki, Kenya","Brody, Alison K.",3715
3271,10.1890/09-0004.1,1,2010,NoMatch,Unmatched,"Mpala Res Ctr, Nanyuki, Kenya","Palmer, Todd M.",847
3271,10.1890/09-0004.1,1,2010,NoMatch,Unmatched,"Mpala Res Ctr, Nanyuki, Kenya","Fox-Dobbs, Kena",7025
3271,10.1890/09-0004.1,1,2010,NoMatch,Unmatched,"Mpala Res Ctr, Nanyuki, Kenya","Doak, Dan F.",7223
3276,10.1890/08-1839.1,8,2010,NoMatch,Unmatched,"Corp Execut Board, Washington, DC USA","Adams, Brad",7234
3277,10.1890/09-0666.1,3,2010,NoMatch,Unmatched,"Wageningen UR, Wageningen, Netherlands","Bloem, Jaap",7238
3277,10.1890/09-0666.1,3,2010,NoMatch,Unmatched,"Wageningen UR, Wageningen, Netherlands","Faber, Jack H.",7239
3292,10.1890/0012-9658-91.1.1,1,2010,NoMatch,Unmatched,1University1,"Baldwin, J. David",2925
3292,10.1890/0012-9658-91.1.1,1,2010,NoMatch,Unmatched,1University1,"Strong, Donald R.",2754
3318,10.1890/08-1687.1,1,2010,NoMatch,Unmatched,"Univ Colorado, Boulder, CO 80309 USA","Johnson, Pieter T. J.",165
3322,10.1890/09-0286.1,1,2010,NoMatch,Unmatched,"Univ Calif Davis, Davis, CA 95616 USA","Wittmer, Heiko U.",1140
3338,10.1890/08-0886.1,7,2009,NoMatch,Unmatched,"KARCH, CH-2000 Neuchatel, Switzerland","Schmidt, Benedikt R.",3371
3346,10.1890/08-1695.1,2,2009,NoMatch,Unmatched,1University1,"Larsen, Thomas",7390
3346,10.1890/08-1695.1,2,2009,NoMatch,Unmatched,1University1,"Taylor, D. Lee",7391
3346,10.1890/08-1695.1,2,2009,NoMatch,Unmatched,1University1,"Leigh, Mary Beth",7392
3351,10.1890/08-1129.1,1,2009,NoMatch,Unmatched,"Charles Univ Prague, Ctr Theoret Study, Prague 11000 1, Czech Republic","Sizling, Arnost L.",7396
3351,10.1890/08-1129.1,1,2009,NoMatch,Unmatched,"Charles Univ Prague, Ctr Theoret Study, Prague 11000 1, Czech Republic","Storch, David",7397
3351,10.1890/08-1129.1,1,2009,NoMatch,Unmatched,"Acad Sci Czech Republic, Prague 11000 1, Czech Republic","Sizling, Arnost L.",7396
3351,10.1890/08-1129.1,1,2009,NoMatch,Unmatched,"Acad Sci Czech Republic, Prague 11000 1, Czech Republic","Storch, David",7397
3352,,1,2009,NoMatch,Unmatched,1University1,"Jost, Lou",3920
3353,,1,2009,NoMatch,Unmatched,1University1,"Mitchell, M. G. E.",7399
3367,10.1890/08-2055.1,2,2009,NoMatch,Unmatched,1University1,"Worth, David J.",7182
3396,10.1890/08-1126.1,5,2009,NoMatch,Unmatched,"Peking Univ, Shenzhen Grad Sch, Shenzhen 518055, Peoples R China","He, Jin-Sheng",86
3398,10.1890/08-1884.1,4,2009,NoMatch,Unmatched,"Univ British Columbia Okanagan, Irving K Barber Sch Arts & Sci, Kelowna, BC V1V 1V7, Canada","Durall, Daniel M.",7496
3398,10.1890/08-1884.1,4,2009,NoMatch,Unmatched,"Univ British Columbia Okanagan, Irving K Barber Sch Arts & Sci, Kelowna, BC V1V 1V7, Canada","Jones, Melanie D.",7497
3407,10.1890/08-0559.1,1,2009,NoMatch,Unmatched,"Univ Lyon, F-69000 Lyon, France","Devillard, Sebastien",7508
3418,10.1890/08-2330.1,2,2009,NoMatch,Unmatched,1University1,"Iribarne, Oscar",7538
3426,10.1890/08-1841.1,2,2009,NoMatch,Unmatched,1University1,"Shurin, Jonathan B.",2008
3430,10.1890/08-1475.1,7,2009,NoMatch,Unmatched,"Penn Run Izella, Goulien, Cap Sizun, France","Monnat, Jean-Yves",7562
3435,10.1890/08-1516.1,6,2009,NoMatch,Unmatched,"Univ Gottingen, D-37077 Gottingen, Germany","Schwendenmann, Luitgard",7585
3437,10.1890/08-1560.1,1,2009,NoMatch,Unmatched,"Univ Kansas, Lawrence, KS 66045 USA","Collins, Cathy D.",7593
3437,10.1890/08-1560.1,1,2009,NoMatch,Unmatched,"Univ Kansas, Lawrence, KS 66045 USA","Foster, Bryan L.",7594
3438,10.1890/08-1405.1,1,2009,NoMatch,Unmatched,"Univ Kansas, Lawrence, KS 66045 USA","Collins, Cathy D.",7593
3438,10.1890/08-1405.1,1,2009,NoMatch,Unmatched,"Univ Kansas, Lawrence, KS 66045 USA","Foster, Bryan L.",7594
3438,10.1890/08-1405.1,1,2009,NoMatch,Unmatched,"Univ Florida, Gainesville, FL 32611 USA","Holt, Robert D.",1780
3444,10.1890/08-1804.1,2,2009,NoMatch,Unmatched,1University1,"Araujo, Patricia I.",7603
3444,10.1890/08-1804.1,2,2009,NoMatch,Unmatched,1University1,"Leva, Paula E.",7604
3446,10.1890/08-1684.1,8,2009,NoMatch,Unmatched,"Univ Lleida, Lleida 25198, Spain","Sebastia, M. -T.",7611
3448,10.1890/08-1085.1,1,2009,NoMatch,Unmatched,"Landcare Res, Dunedin 9054, New Zealand","Kelly, D. W.",7612
3448,10.1890/08-1085.1,1,2009,NoMatch,Unmatched,"Landcare Res, Dunedin 9054, New Zealand","Tompkins, D. M.",7613
3466,10.1890/08-0359.1,2,2009,NoMatch,Unmatched,1University1,"Gurarie, Eliezer",7652
3484,10.1890/08-0797.1,10,2009,NoMatch,Unmatched,1University1,"Olson, Mark A.",7700
3486,10.1890/07-1351.1,4,2009,NoMatch,Unmatched,1University1,"Tilman, D.",7707
3495,10.1890/08-1010.1,3,2009,NoMatch,Unmatched,1University1,"McQueen, Donald J.",7726
3506,10.1890/08-1906.1,1,2009,NoMatch,Unmatched,"Tulane Univ, New Orleans, LA 70118 USA","Smilanich, Angela M.",7747
3511,10.1890/08-2207.1,9,2009,NoMatch,Unmatched,"Univ Ontario, Inst Technol, Fac Sci, Oshawa, ON L1H 7K4, Canada","Tavares, Annette F.",7759
3511,10.1890/08-2207.1,10,2009,NoMatch,Unmatched,"Wageningen UR, NL-6700 AC Wageningen, Netherlands","De Ruiter, Peter C.",6825
3522,10.1890/08-1263.1,5,2009,NoMatch,Unmatched,"ArgonST Inc, Fairfax, VA 22033 USA","Kellogg, Robert L.",7782
3528,10.1890/08-1597.1,2,2009,NoMatch,Unmatched,1University1,"Schindler, Markus H.",7796
3536,10.1890/08-0698.1,2,2009,NoMatch,Unmatched,1University1,"Stewart, Ian R. K.",7810
3536,10.1890/08-0698.1,2,2009,NoMatch,Unmatched,1University1,"Hatch, Margret I.",7811
3537,10.1890/08-0634.1,2,2009,NoMatch,Unmatched,1University1,"Congdon, Bradley C.",7814
3540,10.1890/08-0302.1,6,2009,NoMatch,Unmatched,"Univ Oxford Brasenose Coll, Oxford OX14 4AJ, England","Windham, Thomas R.",7826
3543,10.1890/08-0206.1,9,2009,NoMatch,Unmatched,"Bangor Univ, Bangor LL57 2UW, Gwynedd, Wales","Hawkins, Stephen J.",7835
3555,10.1890/07-2080.1,1,2009,NoMatch,Unmatched,"Montana State Univ, Bozeman, MT 59717 USA","Bunn, Rebecca",7855
3555,10.1890/07-2080.1,1,2009,NoMatch,Unmatched,"Montana State Univ, Bozeman, MT 59717 USA","Zabinski, Catherine",7856
3559,,1,2009,NoMatch,Unmatched,1University1,"Belmaker, Jonathan",7862
3560,,1,2009,NoMatch,Unmatched,1University1,"Gardner, Beth",243
3561,,1,2009,NoMatch,Unmatched,1University1,"Murray, Kim",7863
3561,,1,2009,NoMatch,Unmatched,1University1,"Conner, Mary M.",7864
3564,10.1890/08-0153.1,1,2009,NoMatch,Unmatched,"Rothamsted Res, Harpenden AL5 2JQ, Herts, England","Reynolds, A. M.",5594
3566,10.1890/08-2027.1,1,2009,NoMatch,Unmatched,"Univ Lancaster, Lancaster LA1 4YW, England","Wilson, Kenneth",7868
3570,10.1890/08-0736.1,1,2009,NoMatch,Unmatched,"Princeton Univ, Princeton, NJ 08544 USA","Dobson, Andy",7875
3574,10.1890/07-1153.1,2,2009,NoMatch,Unmatched,"Univ Utrecht, NL-3584 CL Utrecht, Netherlands","Heesterbeek, Hans",7880
3586,10.1890/07-2009.1,2,2009,NoMatch,Unmatched,1University1,"Vieyra, Leticia",7912
3594,10.1890/08-0418.1,31,2009,NoMatch,Unmatched,1University1,"Castro, Helena",7952
3594,10.1890/08-0418.1,31,2009,NoMatch,Unmatched,1University1,"Lehsten, Veiko",7953
3594,10.1890/08-0418.1,31,2009,NoMatch,Unmatched,1University1,"Theau, Jean-Pierre",7954
3598,10.1890/07-1696.1,5,2009,NoMatch,Unmatched,"Northwestern Univ, Weinberg Coll Arts & Sci, Evanston, IL 60201 USA","Egerton-Warburton, Louise M.",7964
3600,10.1890/07-0542.1,1,2009,NoMatch,Unmatched,1University1,"Wall, Stephen B. Vander",7967
3600,10.1890/07-0542.1,1,2009,NoMatch,Unmatched,1University1,"Jenkins, Stephen H.",5497
3603,10.1890/08-0940.1,3,2009,NoMatch,Unmatched,1University1,"Johnson, Christopher N.",2792
3622,10.1890/08-0462.1,1,2009,NoMatch,Unmatched,"Mpala Res Ctr, Nanyuki 10400, Kenya","Riginos, Corinna",3649
3627,10.1890/07-1436.1,1,2009,NoMatch,Unmatched,"Hokkaido Univ, Sapporo, Hokkaido 0010021, Japan","Satake, Akiko",8004
3635,10.1890/08-0097.1,1,2009,NoMatch,Unmatched,"Landcare Res, Lincoln 7640, New Zealand","Wardle, David A.",1776
3635,10.1890/08-0097.1,1,2009,NoMatch,Unmatched,"Landcare Res, Lincoln 7640, New Zealand","Bellingham, Peter J.",8025
3635,10.1890/08-0097.1,1,2009,NoMatch,Unmatched,"Landcare Res, Lincoln 7640, New Zealand","Bonner, Karen I.",8026
3637,10.1890/07-1740.1,10,2009,NoMatch,Unmatched,"Univ Paul Cezanne, CEREGE,UMR 6635, CNRS,Coll France IRD Univ Provence, F-13545 Aix En Provence, France","Radakovitch, O.",8035
3640,10.1890/08-0399.1,1,2009,NoMatch,Unmatched,"SARDI, Henley Beach, SA 5022, Australia","Tanner, Jason E.",8036
3645,10.1890/08-0402.1,1,2009,NoMatch,Unmatched,"Stanford Univ, Stanford, CA 94305 USA","Al-Khafaji, Karim",8050
3645,10.1890/08-0402.1,1,2009,NoMatch,Unmatched,"Stanford Univ, Stanford, CA 94305 USA","Tuljapurkar, Shripad",7485
3645,10.1890/08-0402.1,1,2009,NoMatch,Unmatched,"Univ Calif Davis, Davis, CA 95616 USA","Carey, James R.",8051
3645,10.1890/08-0402.1,1,2009,NoMatch,Unmatched,"Arizona State Univ, Tempe, AZ 85287 USA","Page, Robert E., Jr.",8052
3647,10.1890/0012-9658-90.1.1,1,2009,NoMatch,Unmatched,1University1,"Strong, Donald R.",2754
3647,10.1890/0012-9658-90.1.1,1,2009,NoMatch,Unmatched,1University1,"Baldwin, J. David",2925
3649,10.1890/08-0646.1,6,2009,NoMatch,Unmatched,"Fiocruz MS, Inst Leonidas & Maria Deane, BR-69057 Manaus, Amazonas, Brazil","Ferraz, Goncalo",8058
3662,10.1890/07-2071.1,1,2009,NoMatch,Unmatched,"Univ Colorado, Boulder, CO 80309 USA","Johnson, Pieter T. J.",165
3672,10.1890/07-0487.1,3,2009,NoMatch,Unmatched,"Univ Perpignan, Inst Rech Dev, F-66860 Perpignan, France","Kulbicki, Michel",8114
3672,10.1890/07-0487.1,3,2009,NoMatch,Unmatched,"Univ Perpignan, UMR 5244, CNRS, EPHE UPVD, F-66860 Perpignan, France","Galzin, Rene",8115
3675,,1,2009,NoMatch,Unmatched,1University1,"Dohzono, I.",8122
3676,,1,2009,NoMatch,Unmatched,1University1,"Tyler, Nicholas",8123
3676,,1,2009,NoMatch,Unmatched,1University1,"Forchhammer, Mads C.",8124
3678,10.1890/07-1679.1,2,2008,NoMatch,Unmatched,"N Carolina State Univ, Raleigh, NC 27695 USA","Kenworthy, Matthew D.",8126
3683,10.1890/08-0121.1,1,2008,NoMatch,Unmatched,"McGill Univ, Ste Anne De Bellevue, PQ H9X 3V9, Canada","Landry-Cuerrier, M.",8133
3683,10.1890/08-0121.1,1,2008,NoMatch,Unmatched,"McGill Univ, Ste Anne De Bellevue, PQ H9X 3V9, Canada","Humphries, M. M.",8134
3688,10.1890/07-2145.1,4,2008,NoMatch,Unmatched,1University1,"Runge, Jonathan P.",8149
3692,10.1890/07-1057.1,1,2008,NoMatch,Unmatched,"Univ Calif Davis, Bodega Bay, CA 94923 USA","Hughes, A. Randall",152
3692,10.1890/07-1057.1,1,2008,NoMatch,Unmatched,"Univ Calif Davis, Bodega Bay, CA 94923 USA","Kimbro, David L.",150
3697,10.1890/07-1748.1,7,2008,NoMatch,Unmatched,1University1,"Kudrna, Otakar",8168
3702,10.1890/07-1685.1,1,2008,NoMatch,Unmatched,"Lillehammer Univ Coll, N-2604 Lillehammer, Norway","Tjorve, Even",8179
3702,10.1890/07-1685.1,1,2008,NoMatch,Unmatched,"Lillehammer Univ Coll, N-2604 Lillehammer, Norway","Tjorve, Kathleen M. Calf",8180
3737,10.1890/08-1533.1,1,2008,NoMatch,Unmatched,"Duke Univ, Durham, NC 27706 USA","Cunningham, Clifford W.",8242
3738,10.1890/07-0550.1,3,2008,NoMatch,Unmatched,"Gulf Maine Res Inst, Portland, ME 04101 USA","Pershing, Andrew J.",8244
3743,10.1890/07-1201.1,4,2008,NoMatch,Unmatched,"Univ Maine, Portland, ME 04101 USA","Pershing, Andrew J.",8244
3743,10.1890/07-1201.1,4,2008,NoMatch,Unmatched,"Gulf Maine Res Inst, Portland, ME 04101 USA","Pershing, Andrew J.",8244
3747,10.1890/07-1573.1,3,2008,NoMatch,Unmatched,"Univ Tokyo, Univ Museum, Bunkyo Ku, Tokyo 1130033, Japan","Weerasinghe, Udayani R.",8284
3747,10.1890/07-1573.1,3,2008,NoMatch,Unmatched,"Univ Tokyo, Univ Museum, Bunkyo Ku, Tokyo 1130033, Japan","Takatsuki, Seiki",8285
3748,10.1890/07-1984.1,3,2008,NoMatch,Unmatched,"Univ Colorado, Boulder, CO 80309 USA","Johnson, Pieter T. J.",165
3753,10.1890/07-2026.1,9,2008,NoMatch,Unmatched,1University1,"House, Roger F.",8310
3762,10.1890/07-1047.1,7,2008,NoMatch,Unmatched,"Texas Tech Univ, Lubbock, TX 79409 USA","Schmidt, Kenneth A.",8328
3764,10.1890/07-1434.1,1,2008,NoMatch,Unmatched,"SAEON Ndlovu Node, ZA-1390 Phalaborwa, South Africa","Swemmer, Anthony M.",8333
3764,10.1890/07-1434.1,1,2008,NoMatch,Unmatched,"SAEON Ndlovu Node, ZA-1390 Phalaborwa, South Africa","Knapp, Alan K.",1583
3768,10.1890/07-1177.1,1,2008,NoMatch,Unmatched,"Univ Arizona, Tucson, AZ 85721 USA","Potts, Daniel L.",8342
3768,10.1890/07-1177.1,1,2008,NoMatch,Unmatched,"Univ Arizona, Tucson, AZ 85721 USA","Cable, Jessica M.",8343
3768,10.1890/07-1177.1,1,2008,NoMatch,Unmatched,"Univ Arizona, Tucson, AZ 85721 USA","Huxman, Travis E.",1887
3775,,1,2008,NoMatch,Unmatched,1University1,"Del Grosso, Stephen",7189
3776,,1,2008,NoMatch,Unmatched,1University1,"Saba, Vincent",8357
3777,,1,2008,NoMatch,Unmatched,1University1,"White, Ethan P.",1452
3784,10.1890/08-0522.1,1,2008,NoMatch,Unmatched,"Univ Rhode Isl, Kingston, RI 02881 USA","Preisser, Evan L.",39
3784,10.1890/08-0522.1,1,2008,NoMatch,Unmatched,1University1,"Bolnick, Daniel I.",6043
3785,10.1890/07-1131.1,5,2008,NoMatch,Unmatched,"Gulf Maine Res Inst, Portland, ME 04101 USA","Grabowski, Jonathan H.",151
3786,10.1890/07-1024.1,2,2008,NoMatch,Unmatched,"Gulf Maine Res Inst, Portland, ME 04101 USA","Grabowski, Jonathan H.",151
3787,10.1890/07-1030.1,1,2008,NoMatch,Unmatched,"Gulf Maine Res Inst, Portland, ME 04101 USA","Grabowski, Jonathan H.",151
3802,10.1890/07-1246.1,1,2008,NoMatch,Unmatched,"Pontificia Univ Catolica Chile, CASEB, Santiago 6513677, Chile","Lima, Mauricio",7739
3803,10.1890/07-0833.1,2,2008,NoMatch,Unmatched,1University1,"Coulson, Tim",3500
3803,10.1890/07-0833.1,2,2008,NoMatch,Unmatched,1University1,"Milner-Gulland, E. J.",8417
3813,10.1890/07-1601.1,3,2008,NoMatch,Unmatched,1University1,"Woodin, Sarah J.",8431
3825,10.1890/07-1250.1,1,2008,NoMatch,Unmatched,"Mpala Res Ctr, Nanyuki 10400, Kenya","Riginos, Corinna",3649
3830,10.1890/07-0601.1,1,2008,NoMatch,Unmatched,"Utah State Univ, Brigham City, UT 84302 USA","Young, Kevin V.",8467
3835,10.1890/07-1552.1,1,2008,NoMatch,Unmatched,1University1,"McIntyre, Peter B.",638
3835,10.1890/07-1552.1,1,2008,NoMatch,Unmatched,1University1,"Flecker, Alexander S.",814
3835,10.1890/07-1552.1,1,2008,NoMatch,Unmatched,1University1,"Vanni, Michael J.",637
3835,10.1890/07-1552.1,1,2008,NoMatch,Unmatched,1University1,"Hood, James M.",6445
